eventID,nswprice,nswdemand,vicprice,vicdemand,transfer
08891230531915,0.029092,0.543588,0.002036,0.568358,0.314035
08891230553191,0.029092,0.54463,0.002038,0.591921,0.339035
08891230574468,0.031704,0.541506,0.002227,0.59477,0.30614
08891230595745,0.029092,0.530943,0.002044,0.581564,0.306579
08891230617021,0.028942,0.537935,0.002027,0.571724,0.326316
08891230638298,0.028942,0.536001,0.002029,0.554635,0.333333
08891230659574,0.035577,0.56025,0.002482,0.565769,0.355263
08891230680851,0.03882,0.588218,0.0027,0.566805,0.387719
08891230702128,0.03951,0.634484,0.002752,0.610306,0.310965
08891230723404,0.049718,0.695924,0.00345,0.684102,0.242105
08891230744681,0.044884,0.741297,0.003108,0.753496,0.272368
08891230765957,0.040171,0.719131,0.002734,0.729674,0.348684
08891230787234,0.033175,0.680006,0.002246,0.677369,0.307456
08891230808511,0.030443,0.640434,0.002065,0.635681,0.288596
08891230829787,0.029482,0.60607,0.002009,0.60927,0.277193
08891230851064,0.029272,0.583606,0.002009,0.583376,0.358333
0889123087234,0.029212,0.554597,0.002002,0.546867,0.335526
08891230893617,0.028792,0.513984,0.001984,0.5145,0.390789
08891230914894,0.027171,0.469354,0.001882,0.481875,0.406579
0889123093617,0.028702,0.497322,0.00198,0.446401,0.519737
08891230957447,0.028672,0.504017,0.001955,0.412222,0.502193
08891230978723,0.029512,0.501339,0.002007,0.476955,0.492105
088912310,0.033656,0.492413,0.002256,0.465044,0.530263
0889164400,0.035127,0.496727,0.002339,0.446919,0.609211
088916440021277,0.031884,0.472925,0.002113,0.423356,0.561404
088916440042553,0.035307,0.440643,0.002364,0.483687,0.496491
08891644006383,0.029572,0.390955,0.001982,0.464785,0.492544
088916440085106,0.028972,0.328027,0.00194,0.42465,0.529386
088916440106383,0.029002,0.276406,0.001832,0.392543,0.546491
08891644012766,0.027951,0.234603,0.001847,0.36898,0.65614
088916440148936,0.027621,0.206784,0.001811,0.342051,0.664035
088916440170213,0.027141,0.189081,0.001774,0.334024,0.681579
088916440191489,0.02612,0.19161,0.001705,0.319524,0.697807
088916440212766,0.027471,0.219131,0.001766,0.327809,0.723684
088916440234043,0.027351,0.26748,0.001793,0.351372,0.620175
088916440255319,0.030623,0.362243,0.002048,0.428017,0.504825
088916440276596,0.034526,0.466677,0.002341,0.500777,0.429386
088916440297872,0.034436,0.512794,0.002366,0.545831,0.378947
088916440319149,0.034436,0.587325,0.002391,0.628431,0.321491
088916440340426,0.030263,0.613954,0.002102,0.668566,0.271491
088916440361702,0.029813,0.594466,0.002075,0.664682,0.24386
088916440382979,0.028972,0.606218,0.002023,0.666494,0.29386
088916440404255,0.028942,0.608896,0.002021,0.65044,0.328947
088916440425532,0.028942,0.601458,0.002025,0.637752,0.303947
088916440446809,0.036628,0.595656,0.002547,0.631279,0.312281
088916440468085,0.036988,0.587325,0.002559,0.618332,0.347807
088916440489362,0.034676,0.58435,0.002401,0.60435,0.347807
088916440510638,0.035517,0.584052,0.002464,0.585189,0.374123
088916440531915,0.034496,0.573193,0.002387,0.571724,0.362719
088916440553191,0.034947,0.570961,0.002432,0.588555,0.325439
088916440574468,0.033145,0.567688,0.00231,0.585189,0.366228
088916440595745,0.028912,0.561738,0.002023,0.563956,0.392544
088916440617021,0.028672,0.551026,0.002009,0.556706,0.356579
088916440638298,0.028612,0.548795,0.002,0.54117,0.420175
088916440659574,0.030023,0.578399,0.002092,0.541688,0.408333
088916440680851,0.03882,0.60607,0.002682,0.535733,0.459649
088916440702128,0.03957,0.659774,0.002721,0.563698,0.436842
088916440723404,0.03954,0.720916,0.002717,0.634386,0.334649
088916440744681,0.040261,0.757959,0.002754,0.714397,0.341667
088916440765957,0.037769,0.738768,0.002545,0.692905,0.397368
088916440787234,0.033986,0.702767,0.002279,0.649663,0.398246
088916440808511,0.033596,0.665873,0.002258,0.598912,0.410526
088916440829787,0.033415,0.630467,0.002231,0.576903,0.421491
088916440851064,0.030773,0.600565,0.002083,0.546608,0.414474
08891644087234,0.031674,0.585986,0.002152,0.519679,0.399561
088916440893617,0.029212,0.542696,0.002,0.491714,0.433772
088916440914894,0.027201,0.490925,0.001865,0.453651,0.505702
08891644093617,0.028432,0.517108,0.00194,0.433713,0.511842
088916440957447,0.027771,0.519042,0.001878,0.408079,0.514035
088916440978723,0.030503,0.519042,0.002056,0.462714,0.529825
0889164410,0.032875,0.505653,0.002185,0.445883,0.55307
0889208500,0.036448,0.506099,0.002142,0.424909,0.62193
088920850021277,0.031494,0.478429,0.001963,0.39332,0.575877
088920850042553,0.032815,0.447635,0.002137,0.44899,0.51886
08892085006383,0.030263,0.390658,0.001948,0.436561,0.546491
088920850085106,0.028522,0.328474,0.001884,0.394614,0.538596
088920850106383,0.029122,0.284885,0.001834,0.362765,0.568421
08892085012766,0.027981,0.237578,0.001832,0.334801,0.657018
088920850148936,0.027771,0.208866,0.001813,0.323149,0.685965
088920850170213,0.025609,0.193246,0.00167,0.306577,0.7
088920850191489,0.025519,0.194734,0.001664,0.299845,0.710965
088920850212766,0.02618,0.219726,0.00171,0.300104,0.696053
088920850234043,0.02576,0.268373,0.001691,0.31797,0.642544
088920850255319,0.028462,0.36388,0.001892,0.393061,0.515351
088920850276596,0.029933,0.460875,0.002029,0.474366,0.385088
088920850297872,0.032545,0.515472,0.002243,0.521491,0.375439
088920850319149,0.029633,0.589259,0.002061,0.58985,0.30307
088920850340426,0.029002,0.603987,0.002027,0.615743,0.366667
088920850361702,0.028942,0.592532,0.002017,0.61652,0.325877
088920850382979,0.028942,0.595359,0.002029,0.606422,0.360088
088920850404255,0.028942,0.586433,0.002044,0.595028,0.413596
088920850425532,0.028942,0.583755,0.002044,0.577162,0.417544
088920850446809,0.028942,0.568581,0.00204,0.568876,0.420175
088920850468085,0.028972,0.561886,0.002015,0.561108,0.366667
088920850489362,0.029032,0.558167,0.002005,0.552563,0.348246
088920850510638,0.029062,0.546861,0.002005,0.534179,0.408333
088920850531915,0.028942,0.540464,0.002002,0.530295,0.383772
088920850553191,0.028942,0.536447,0.002015,0.542206,0.399123
088920850574468,0.028582,0.528712,0.001994,0.540394,0.359649
088920850595745,0.027231,0.520827,0.001903,0.531072,0.37807
088920850617021,0.027141,0.50967,0.001886,0.530554,0.404825
088920850638298,0.027141,0.498512,0.001884,0.515277,0.416228
088920850659574,0.027141,0.507885,0.001878,0.511911,0.428947
088920850680851,0.027741,0.523654,0.00193,0.508545,0.391667
088920850702128,0.028702,0.559952,0.002013,0.526929,0.429825
088920850723404,0.031824,0.640881,0.002223,0.584671,0.377193
088920850744681,0.030473,0.70723,0.002088,0.663128,0.325439
088920850765957,0.029753,0.705742,0.002013,0.646556,0.345175
088920850787234,0.029873,0.681345,0.002011,0.604609,0.324123
088920850808511,0.029843,0.648468,0.002002,0.564733,0.321491
088920850829787,0.029482,0.623178,0.001992,0.542724,0.338596
088920850851064,0.029422,0.605475,0.001996,0.520715,0.382018
08892085087234,0.029212,0.582416,0.00199,0.49767,0.439474
088920850893617,0.028432,0.541952,0.001944,0.459347,0.489474
088920850914894,0.027141,0.494347,0.001853,0.435008,0.526754
08892085093617,0.027471,0.523207,0.001872,0.40523,0.578509
088920850957447,0.027561,0.531389,0.001863,0.383739,0.560526
088920850978723,0.029092,0.529902,0.001971,0.446142,0.501316
0889208510,0.030683,0.519042,0.00205,0.428017,0.57193
0889253600,0.034016,0.516662,0.002243,0.406784,0.634211
088925360021277,0.029152,0.498066,0.001886,0.378819,0.65614
088925360042553,0.033686,0.457899,0.002192,0.436044,0.530263
08892536006383,0.029212,0.405832,0.00183,0.406784,0.546491
088925360085106,0.029212,0.345879,0.001836,0.383221,0.568421
088925360106383,0.030233,0.296043,0.001843,0.342051,0.568421
08892536012766,0.028972,0.244421,0.001801,0.309166,0.634211
088925360148936,0.028191,0.221809,0.00103,0.287675,0.74386
088925360170213,0.02609,0.201726,0.001685,0.278871,0.766667
088925360191489,0.02585,0.204403,0.001666,0.267219,0.757895
088925360212766,0.028312,0.233264,0.001832,0.271103,0.767982
088925360234043,0.027801,0.273431,0.001807,0.298809,0.699561
088925360255319,0.031644,0.372359,0.002094,0.370274,0.630702
088925360276596,0.034947,0.479024,0.002349,0.445624,0.478509
088925360297872,0.029122,0.503124,0.001988,0.490161,0.420614
088925360319149,0.029152,0.58554,0.002007,0.553858,0.372807
088925360340426,0.029332,0.607111,0.002007,0.578975,0.310088
088925360361702,0.029422,0.590003,0.002009,0.575867,0.316667
088925360382979,0.029242,0.597144,0.001982,0.579492,0.273246
088925360404255,0.028942,0.586135,0.001971,0.566028,0.328509
088925360425532,0.028942,0.576763,0.001984,0.556447,0.35
088925360446809,0.028942,0.565605,0.001988,0.554635,0.299123
088925360468085,0.027921,0.548051,0.001936,0.545572,0.38114
088925360489362,0.028251,0.54463,0.001973,0.545572,0.363596
088925360510638,0.027561,0.535406,0.001936,0.531331,0.371053
088925360531915,0.027231,0.523356,0.001901,0.528224,0.35307
088925360553191,0.027531,0.515323,0.001928,0.529518,0.362281
088925360574468,0.02693,0.503273,0.001884,0.533143,0.32807
088925360595745,0.02672,0.495537,0.001865,0.517607,0.351754
088925360617021,0.02672,0.489289,0.001861,0.504402,0.403509
088925360638298,0.02672,0.482892,0.001853,0.485241,0.425
088925360659574,0.02672,0.492711,0.001853,0.483946,0.441667
088925360680851,0.02684,0.510414,0.001863,0.484464,0.416667
088925360702128,0.028372,0.54939,0.001973,0.496116,0.492544
088925360723404,0.028882,0.61321,0.002036,0.552563,0.414912
088925360744681,0.028972,0.659923,0.002015,0.60668,0.217544
088925360765957,0.029002,0.641029,0.001948,0.602279,0.285088
088925360787234,0.028942,0.620054,0.001957,0.562403,0.369298
088925360808511,0.028462,0.58316,0.001957,0.518125,0.420614
088925360829787,0.027891,0.557572,0.001913,0.501036,0.450439
088925360851064,0.027021,0.526778,0.00187,0.476696,0.457018
08892536087234,0.02672,0.495091,0.00184,0.443035,0.492105
088925360893617,0.02624,0.472627,0.001797,0.41507,0.469298
088925360914894,0.025639,0.445552,0.001762,0.381668,0.432456
08892536093617,0.02684,0.49033,0.001845,0.370792,0.538158
088925360957447,0.02684,0.501934,0.001832,0.356033,0.558333
088925360978723,0.029062,0.511901,0.001951,0.436044,0.51886
0889253610,0.029783,0.504612,0.001982,0.424133,0.585965
0889297700,0.030473,0.492413,0.00194,0.390989,0.603509
088929770021277,0.029723,0.473073,0.001865,0.360176,0.612281
088929770042553,0.031134,0.439155,0.00194,0.409632,0.550877
08892977006383,0.029933,0.375781,0.001843,0.38348,0.537719
088929770085106,0.029512,0.319548,0.001464,0.338944,0.555263
088929770106383,0.031884,0.264207,0.001433,0.306318,0.564035
08892977012766,0.033566,0.223594,0.001425,0.270844,0.581579
088929770148936,0.029062,0.185957,0.000841,0.254531,0.612281
088929770170213,0.02663,0.163642,0.001012,0.237442,0.74386
088929770191489,0.016843,0.156799,0.001088,0.223459,0.786404
088929770212766,0.021346,0.160369,0.001377,0.215173,0.816228
088929770234043,0.023838,0.176882,0.001338,0.208959,0.809649
088929770255319,0.027291,0.20723,0.001477,0.231486,0.775877
088929770276596,0.028372,0.247694,0.000885,0.217245,0.72193
088929770297872,0.031074,0.296638,0.001228,0.23304,0.672807
088929770319149,0.032935,0.3795,0.001813,0.264889,0.620175
088929770340426,0.038189,0.44704,0.002009,0.310979,0.598246
088929770361702,0.034586,0.493454,0.002009,0.341274,0.570175
088929770382979,0.040591,0.520976,0.002009,0.373382,0.57193
088929770404255,0.057824,0.519786,0.002009,0.387364,0.576316
088929770425532,0.030833,0.498066,0.002009,0.393837,0.563596
088929770446809,0.030924,0.476198,0.002009,0.390212,0.555702
088929770468085,0.031374,0.44704,0.001921,0.393837,0.590351
088929770489362,0.028942,0.422047,0.00187,0.391248,0.634211
088929770510638,0.029152,0.401517,0.001872,0.391766,0.651754
088929770531915,0.029152,0.385748,0.001874,0.386069,0.660526
088929770553191,0.029092,0.366558,0.00188,0.396945,0.651754
088929770574468,0.029092,0.341119,0.001886,0.388141,0.660526
088929770595745,0.028912,0.329069,0.001872,0.377007,0.673684
088929770617021,0.028942,0.321928,0.001718,0.361471,0.67807
088929770638298,0.028732,0.313895,0.00187,0.359658,0.666667
088929770659574,0.027981,0.321333,0.001838,0.367167,0.657895
088929770680851,0.028131,0.35064,0.001859,0.390212,0.65614
088929770702128,0.028972,0.412824,0.001924,0.432418,0.599123
088929770723404,0.033956,0.489735,0.002273,0.493268,0.49693
088929770744681,0.040261,0.554299,0.002736,0.528742,0.470175
088929770765957,0.038489,0.546712,0.002613,0.528483,0.505702
088929770787234,0.029392,0.521571,0.00198,0.492491,0.547807
088929770808511,0.029002,0.486611,0.00194,0.461937,0.574561
088929770829787,0.028972,0.451503,0.001934,0.440963,0.574123
088929770851064,0.028041,0.427849,0.001872,0.414034,0.619737
08892977087234,0.028522,0.419518,0.001886,0.396945,0.638596
088929770893617,0.029512,0.398988,0.001589,0.377007,0.634211
088929770914894,0.029152,0.376227,0.001793,0.34956,0.634211
08892977093617,0.029633,0.397054,0.001905,0.343086,0.672807
088929770957447,0.028792,0.399137,0.001857,0.344899,0.687281
088929770978723,0.030353,0.40241,0.00199,0.416106,0.595614
0889297710,0.028522,0.378459,0.001874,0.406525,0.607895
0889341100,0.028912,0.353615,0.00189,0.394873,0.639035
088934110021277,0.027651,0.309134,0.001816,0.366649,0.689474
088934110042553,0.028402,0.276108,0.001876,0.424133,0.544737
08893411006383,0.027261,0.236388,0.001674,0.398498,0.65614
088934110085106,0.02618,0.19637,0.00172,0.358622,0.638158
088934110106383,0.025519,0.163939,0.00155,0.318488,0.67807
08893411012766,0.018194,0.136566,0.001186,0.290523,0.720175
088934110148936,0.016092,0.118417,0.001049,0.275246,0.735526
088934110170213,0.016543,0.103392,0.001074,0.249871,0.777193
088934110191489,0.016032,0.10488,0.001034,0.231227,0.767544
088934110212766,0.017113,0.109194,0.001103,0.207147,0.812719
088934110234043,0.018494,0.119756,0.001192,0.198602,0.782895
088934110255319,0.016392,0.141476,0.001051,0.185914,0.855263
088934110276596,0.019455,0.164832,0.001244,0.187985,0.845175
088934110297872,0.020596,0.18551,0.001055,0.164164,0.851316
088934110319149,0.024228,0.249033,0.001456,0.183066,0.785088
088934110340426,0.02615,0.316424,0.001691,0.210772,0.760526
088934110361702,0.027141,0.379649,0.001624,0.248317,0.69386
088934110382979,0.029152,0.427849,0.001778,0.276023,0.680263
088934110404255,0.029092,0.447783,0.001803,0.295184,0.675877
088934110425532,0.029212,0.446147,0.001778,0.30347,0.662719
088934110446809,0.028942,0.433948,0.001782,0.302952,0.691228
088934110468085,0.029212,0.421006,0.001774,0.314604,0.686842
088934110489362,0.029602,0.406427,0.001824,0.314604,0.67807
088934110510638,0.029663,0.401666,0.001857,0.314345,0.682456
088934110531915,0.032455,0.387533,0.002009,0.322113,0.688596
088934110553191,0.029783,0.371913,0.001899,0.34231,0.67807
088934110574468,0.029723,0.362838,0.001874,0.341792,0.682456
088934110595745,0.031524,0.359417,0.001899,0.330658,0.686842
088934110617021,0.030173,0.355698,0.001901,0.328586,0.704825
088934110638298,0.033535,0.361797,0.001971,0.325738,0.700877
088934110659574,0.034977,0.379351,0.001971,0.33014,0.699123
088934110680851,0.034766,0.412824,0.001934,0.329104,0.703509
088934110702128,0.068482,0.477239,0.003847,0.35448,0.682895
088934110723404,0.062988,0.54701,0.003947,0.431901,0.585088
088934110744681,0.056383,0.605921,0.003808,0.490937,0.562281
088934110765957,0.045845,0.620054,0.003097,0.503366,0.591667
088934110787234,0.048097,0.589408,0.002723,0.473848,0.628947
088934110808511,0.039,0.563374,0.002019,0.449508,0.633333
088934110829787,0.045485,0.539125,0.001986,0.431124,0.621053
088934110851064,0.034166,0.518001,0.002009,0.405748,0.655263
08893411087234,0.045244,0.499702,0.001934,0.389436,0.634211
088934110893617,0.036418,0.465189,0.002009,0.360435,0.659649
088934110914894,0.030984,0.433204,0.001932,0.342828,0.664912
08893411093617,0.034076,0.450312,0.001967,0.328068,0.679386
088934110957447,0.029572,0.447635,0.001874,0.32522,0.704386
088934110978723,0.045755,0.431717,0.002038,0.383221,0.680263
0889341110,0.028251,0.386938,0.001838,0.373641,0.657895
0889385200,0.027621,0.36269,0.001816,0.363542,0.627193
088938520021277,0.02678,0.324308,0.001766,0.337131,0.616667
088938520042553,0.027381,0.290092,0.00182,0.402641,0.550877
08893852006383,0.025369,0.254091,0.001683,0.379337,0.603947
088938520085106,0.02663,0.217941,0.001753,0.35448,0.64386
088938520106383,0.028942,0.179262,0.001491,0.322631,0.653947
08893852012766,0.02684,0.152931,0.001743,0.301398,0.717544
088938520148936,0.02591,0.132699,0.001678,0.278871,0.697807
088938520170213,0.01381,0.123475,0.000895,0.255308,0.763158
088938520191489,0.015071,0.120797,0.000968,0.238477,0.803947
088938520212766,0.017653,0.125558,0.001099,0.227084,0.838158
088938520234043,0.023568,0.141476,0.001506,0.223459,0.82807
088938520255319,0.028462,0.179262,0.001793,0.228897,0.833772
088938520276596,0.028582,0.20961,0.001793,0.229933,0.833772
088938520297872,0.022667,0.238024,0.000976,0.19912,0.838158
088938520319149,0.025009,0.295745,0.001508,0.212584,0.810526
088938520340426,0.027381,0.371169,0.001762,0.246504,0.797368
088938520361702,0.027831,0.430229,0.001813,0.276541,0.75614
088938520382979,0.028852,0.490181,0.001872,0.299068,0.759211
088938520404255,0.028942,0.508926,0.001834,0.31072,0.74386
088938520425532,0.037529,0.517257,0.002009,0.31305,0.745175
088938520446809,0.038189,0.496281,0.002009,0.309425,0.747368
088938520468085,0.05257,0.481404,0.002009,0.306059,0.746491
088938520489362,0.064249,0.46385,0.002009,0.303211,0.703509
088938520510638,0.070073,0.451056,0.002009,0.315122,0.659649
088938520531915,0.123274,0.43499,0.002009,0.314086,0.615789
088938520553191,0.034676,0.41327,0.002052,0.323666,0.703509
088938520574468,0.05254,0.397352,0.002009,0.315381,0.703509
088938520595745,0.03882,0.386343,0.002009,0.301139,0.703509
088938520617021,0.042933,0.383666,0.002009,0.290264,0.703509
088938520638298,0.050438,0.389914,0.002009,0.286898,0.703509
088938520659574,0.045034,0.40241,0.002009,0.293371,0.703509
088938520680851,0.038309,0.426361,0.001967,0.310461,0.703509
088938520702128,0.046866,0.486909,0.002734,0.355774,0.689474
088938520723404,0.074397,0.589557,0.004933,0.450803,0.610088
088938520744681,0.148193,0.670039,0.009981,0.533402,0.563596
088938520765957,0.114447,0.663493,0.007721,0.527447,0.576754
088938520787234,0.081272,0.640583,0.005436,0.503625,0.643421
088938520808511,0.09169,0.608747,0.006072,0.479026,0.667982
088938520829787,0.068542,0.577358,0.004508,0.458312,0.660526
088938520851064,0.066801,0.562928,0.004375,0.440963,0.705702
08893852087234,0.055332,0.535257,0.0036,0.420508,0.68114
088938520893617,0.050438,0.502678,0.002345,0.396686,0.72807
088938520914894,0.031314,0.448825,0.002019,0.371828,0.75614
08893852093617,0.029092,0.454627,0.001776,0.345935,0.72193
088938520957447,0.028552,0.435287,0.001791,0.313827,0.72193
088938520978723,0.033566,0.439155,0.002198,0.38581,0.671053
0889385210,0.029152,0.429188,0.001822,0.387105,0.67807
088943300,0.028702,0.413865,0.001857,0.382703,0.655263
08894330021277,0.027531,0.39765,0.001797,0.363801,0.651316
08894330042553,0.028131,0.369384,0.001843,0.438633,0.582456
0889433006383,0.027711,0.334573,0.001822,0.426463,0.587281
08894330085106,0.027381,0.287414,0.00178,0.396168,0.603509
08894330106383,0.028612,0.243529,0.001778,0.367685,0.616667
0889433012766,0.027441,0.213329,0.001803,0.346194,0.645175
08894330148936,0.026991,0.188783,0.00177,0.33014,0.661842
08894330170213,0.028312,0.177179,0.001849,0.312015,0.683772
08894330191489,0.027561,0.181791,0.001799,0.297514,0.717105
08894330212766,0.028552,0.218239,0.001857,0.307095,0.734211
08894330234043,0.027081,0.265248,0.001768,0.328327,0.726754
08894330255319,0.034106,0.369087,0.002243,0.404195,0.626316
08894330276596,0.031074,0.488991,0.002079,0.478767,0.498246
08894330297872,0.031884,0.542696,0.002183,0.540394,0.392105
08894330319149,0.036358,0.629277,0.002528,0.622216,0.339035
08894330340426,0.029272,0.645492,0.00204,0.657172,0.299561
08894330361702,0.036748,0.63493,0.002555,0.668307,0.294737
08894330382979,0.031134,0.641327,0.00216,0.676592,0.288596
08894330404255,0.029212,0.631955,0.002009,0.65536,0.284211
08894330425532,0.029242,0.62526,0.002009,0.636458,0.31886
08894330446809,0.030293,0.609789,0.002086,0.630761,0.332456
08894330468085,0.031494,0.597739,0.002181,0.609011,0.346491
08894330489362,0.029152,0.584945,0.002032,0.596582,0.36886
08894330510638,0.031344,0.578251,0.002175,0.575608,0.364912
08894330531915,0.029122,0.569473,0.002032,0.571983,0.351316
08894330553191,0.029062,0.56501,0.002025,0.583635,0.378509
08894330574468,0.029002,0.555638,0.002025,0.581305,0.367544
08894330595745,0.028882,0.548944,0.002017,0.55826,0.402193
08894330617021,0.028251,0.529604,0.001973,0.55101,0.365789
08894330638298,0.027201,0.538381,0.001901,0.535474,0.370175
08894330659574,0.028161,0.558911,0.001982,0.542983,0.379386
08894330680851,0.029933,0.594317,0.0021,0.558001,0.375877
08894330702128,0.036568,0.653377,0.002551,0.601243,0.354386
08894330723404,0.046445,0.743529,0.003265,0.683843,0.325877
08894330744681,0.07914,0.79753,0.00549,0.763076,0.290351
08894330765957,0.040261,0.785629,0.002771,0.746245,0.281579
08894330787234,0.036898,0.753347,0.002532,0.692905,0.330263
08894330808511,0.035127,0.714668,0.00241,0.647592,0.34693
08894330829787,0.035547,0.686998,0.002447,0.624288,0.360526
08894330851064,0.035337,0.668253,0.002435,0.591662,0.384211
0889433087234,0.035007,0.64222,0.002412,0.565769,0.374561
08894330893617,0.033746,0.59878,0.002329,0.530554,0.389474
08894330914894,0.028191,0.553853,0.001965,0.495598,0.427632
0889433093617,0.033746,0.570961,0.002314,0.460383,0.562719
08894330957447,0.030743,0.561143,0.002075,0.434231,0.501316
08894330978723,0.051159,0.554894,0.003463,0.484464,0.521053
088943310,0.048487,0.557275,0.002798,0.470741,0.55614
0889474400,0.050558,0.541059,0.003386,0.457017,0.567982
088947440021277,0.040771,0.517554,0.002387,0.438115,0.603509
088947440042553,0.063048,0.484231,0.003527,0.500518,0.50307
08894744006383,0.046115,0.434097,0.002719,0.484982,0.534211
088947440085106,0.037859,0.371616,0.002507,0.452356,0.572807
088947440106383,0.046926,0.322226,0.002592,0.425945,0.587719
08894744012766,0.036238,0.270306,0.002378,0.397462,0.625877
088947440148936,0.029572,0.233413,0.001928,0.378819,0.619737
088947440170213,0.029783,0.207676,0.001936,0.354997,0.648246
088947440191489,0.029542,0.209908,0.001911,0.350596,0.684649
088947440212766,0.045575,0.237281,0.002954,0.358881,0.675877
088947440234043,0.031434,0.288753,0.00205,0.372864,0.628947
088947440255319,0.06536,0.387831,0.004348,0.453133,0.49693
088947440276596,0.062538,0.501041,0.004271,0.537027,0.362281
088947440297872,0.035607,0.558911,0.002495,0.591662,0.237719
088947440319149,0.03942,0.6385,0.002779,0.658726,0.220614
088947440340426,0.040261,0.657394,0.002831,0.70637,0.257018
088947440361702,0.040261,0.631508,0.002821,0.7087,0.233772
088947440382979,0.032154,0.627046,0.002254,0.716986,0.207895
088947440404255,0.034406,0.620649,0.002397,0.695495,0.209649
088947440425532,0.031374,0.610235,0.002192,0.675816,0.222807
088947440446809,0.030954,0.585094,0.002179,0.658208,0.204386
088947440468085,0.031914,0.575722,0.002258,0.641378,0.212281
088947440489362,0.029933,0.566647,0.002115,0.624029,0.253509
088947440510638,0.028942,0.552663,0.002048,0.600984,0.277632
088947440531915,0.028702,0.543142,0.00204,0.590368,0.278509
088947440553191,0.028672,0.535109,0.002044,0.610306,0.25307
088947440574468,0.028432,0.530051,0.002027,0.606422,0.235965
088947440595745,0.027561,0.523802,0.001959,0.593993,0.237719
088947440617021,0.027231,0.51562,0.001944,0.585707,0.232456
088947440638298,0.027231,0.516067,0.001942,0.569135,0.257456
088947440659574,0.027981,0.537935,0.001996,0.56551,0.292544
088947440680851,0.029663,0.57587,0.002108,0.573537,0.289035
088947440702128,0.035637,0.631955,0.002522,0.611341,0.274123
088947440723404,0.061967,0.716751,0.00435,0.694718,0.279386
088947440744681,0.066861,0.777001,0.004651,0.777317,0.273246
088947440765957,0.040261,0.764802,0.002777,0.763335,0.266228
088947440787234,0.038669,0.738322,0.002667,0.708959,0.297807
088947440808511,0.036568,0.70604,0.002526,0.663905,0.310088
088947440829787,0.033265,0.677031,0.002304,0.624288,0.333333
088947440851064,0.034316,0.658286,0.002387,0.605127,0.346053
08894744087234,0.033746,0.630616,0.002345,0.576644,0.351754
088947440893617,0.034796,0.587623,0.00242,0.544278,0.387281
088947440914894,0.028612,0.540018,0.001992,0.504402,0.38114
08894744093617,0.032605,0.555638,0.002243,0.470223,0.51886
088947440957447,0.032305,0.549985,0.002192,0.448731,0.474561
088947440978723,0.043863,0.543439,0.002987,0.500259,0.505263
0889474410,0.046235,0.533323,0.00312,0.493268,0.542105
0889518500,0.071274,0.53496,0.004495,0.476696,0.6
088951850021277,0.055242,0.519935,0.002831,0.457276,0.594737
088951850042553,0.063708,0.488099,0.003756,0.512947,0.498684
08895185006383,0.061817,0.438857,0.003108,0.496116,0.492982
088951850085106,0.063738,0.377715,0.002214,0.454428,0.516228
088951850106383,0.074817,0.32535,0.002009,0.416882,0.52193
08895185012766,0.048937,0.274472,0.002009,0.375453,0.541228
088951850148936,0.029572,0.23981,0.001764,0.354997,0.590351
088951850170213,0.029723,0.220768,0.00194,0.339979,0.669737
088951850191489,0.029422,0.220619,0.001907,0.330917,0.713596
088951850212766,0.038729,0.247099,0.002511,0.336354,0.682456
088951850234043,0.033776,0.295745,0.002206,0.355256,0.627632
088951850255319,0.060646,0.395716,0.004009,0.426722,0.58114
088951850276596,0.059085,0.500893,0.004003,0.508286,0.454386
088951850297872,0.035547,0.554448,0.002468,0.558519,0.289035
088951850319149,0.040261,0.637459,0.002838,0.635163,0.245614
088951850340426,0.03954,0.645641,0.002773,0.663387,0.279386
088951850361702,0.040261,0.626897,0.002815,0.66986,0.242982
088951850382979,0.035697,0.628236,0.002493,0.670119,0.250439
088951850404255,0.032455,0.611574,0.002252,0.654324,0.264035
088951850425532,0.033535,0.598185,0.002322,0.635681,0.282895
088951850446809,0.034796,0.576614,0.002414,0.629208,0.253509
088951850468085,0.034676,0.563969,0.002432,0.627913,0.24386
088951850489362,0.031194,0.554002,0.002202,0.619368,0.208333
088951850510638,0.033956,0.545225,0.002395,0.596323,0.25
088951850531915,0.029933,0.530199,0.002117,0.592439,0.21886
088951850553191,0.032094,0.532728,0.002268,0.617815,0.192544
088951850574468,0.030113,0.529753,0.002131,0.611859,0.211842
088951850595745,0.029302,0.519786,0.002077,0.613931,0.184649
088951850617021,0.029032,0.512199,0.002021,0.56318,0.234211
088951850638298,0.029212,0.501934,0.002052,0.594511,0.234211
088951850659574,0.033986,0.523059,0.002403,0.605645,0.23114
088951850680851,0.038099,0.555192,0.002703,0.614448,0.262281
088951850702128,0.035547,0.606665,0.002522,0.643708,0.232895
088951850723404,0.05305,0.691163,0.003756,0.719575,0.235526
088951850744681,0.044374,0.749331,0.00311,0.761523,0.192544
088951850765957,0.033986,0.736388,0.002349,0.737183,0.245614
088951850787234,0.032275,0.713776,0.004792,0.680476,0.148684
088951850808511,0.035787,0.682089,0.002486,0.644744,0.257456
088951850829787,0.035637,0.651889,0.002482,0.613154,0.287719
088951850851064,0.035337,0.627641,0.002457,0.578457,0.313596
08895185087234,0.032845,0.607409,0.002287,0.545572,0.374561
088951850893617,0.029302,0.557126,0.002042,0.503884,0.427632
088951850914894,0.02675,0.50967,0.001861,0.466598,0.430702
